variant,source_commit,separation,host_page_writes,nand_page_writes,gc_page_writes,gc_page_writes_per_host,waf,fio_iops,fio_bw_mib_s,fio_io_gib,fio_runtime_ms,fill_rc,measurement_rc,counter_invariant
no_separation,22ecac90f15bd90894a115c5ad05baba4258be36,none,9929244,78906848,68977604,6.946913985,7.946914,8255,129,37.9,300702,0,0,PASS
